"-- Please Select --","-- 選択してください --"
"%s","%s"
"Actions","アクション"
"Add Layout Update","レイアウト更新追加"
"Add New Widget Instance","新しいウィジェットインスタンスを追加する"
"All","全て"
"All Pages","全てのページ"
"All Product Types","全ての商品タイプ"
"Anchor Categories","カテゴリのアンカー"
"Assign to Store Views","ストアビューにアサインする"
"Big Image","拡大画像"
"Block Reference","ブロック参照"
"Categories","カテゴリ"
"Choose...","選択してください..."
"Close","閉じる"
"CMS","CMS"
"Continue","続ける"
"Default Template","標準のテンプレート"
"Delete","削除"
"Design Package/Theme","デザインパッケージ/テーマ"
"Export to:","エクスポート先:"
"Frontend Properties","フロントエンドプロパティ"
"Generic Pages","一般ページ"
"Images","画像"
"Insert Widget","ウィジェット挿入"
"items selected","個選択"
"Layout Updates","レイアウト更新"
"Manage Widget Instances","ウィジェットインスタンス管理"
"New Instance","新しいインスタンス"
"New Widget Instance","新しいウィジェットインスタンス"
"Next page","次のページ"
"Non-Anchor Categories","アンカーではないカテゴリ"
"Not Selected","選択されていません"
"of %s pages","of %s ページ"
"Page","ページ"
"per page","件表示"
"Please Select Block Reference First","最初に参照するブロックを選択してください"
"Previous page","前のページ"
"Products","商品"
"Remove Layout Update","レイアウト更新削除"
"Save and Continue Edit","保存して編集を続ける"
"Select All","すべて選択"
"Select Visible","表示位置を選択"
"Settings","設定"
"Sort Order","ソート順"
"Sort Order of widget instances in the same block reference","同じブロックを参照するウィジェットのソート順"
"Specific %s","特定の %s"
"Specified Page","特定のページ"
"Template","テンプレート"
"The information in this tab has been changed.","このタブの情報が変更されています。"
"The widget instance has been deleted.","ウィジェットを削除しました。"
"The widget instance has been saved.","ウィジェットを保存しました。"
"This tab contains invalid data. Please solve the problem before saving.","このタブは不正なデータを含んでいます。保存する前に問題を解決してください。"
"Thumbnail","サムネイル"
"Total %d records found","合計 %d 件見つかりました"
"Type","タイプ"
"Unselect All","全て未選択にする"
"Unselect Visible","表示場所未指定"
"View","表示"
"Widget","ウィジェット"
"Widget ""%s""","ウィジェット ""%s"""
"Widget ID","ウィジェットID"
"Widget Instance","ウィジェットインスタンス"
"Widget instance is not full complete to create.","ウィジェットインスタンスの作成は完了していません。"
"Widget Instance Title","ウィジェットインスタンスタイトル"
"Widget Options","ウィジェットオプション"
"Widget Type","ウィジェットタイプ"
"Widget Type is not specified","ウィジェットタイプが指定されていません"
"Widgets","ウィジェット"
"Wrong wigdet instance specified.","不正なウィジェットインスタンスが指定されました。"
